sampleID,geneID,pValue,padjust,zScore,l2fc,rawcounts,normcounts,meanCorrected,theta,aberrant,AberrantBySample,AberrantByGene,padj_rank,sample_name,TIN_mean,link_bam,chr,start,end,gene
S12_dekker_et_al,chr19_52616343_52643191_ZNF616,0.724020948607123,1,-0.39,-0.06,229,393.06,410.5,143.82,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr19,52616343,52643191,ZNF616
S12_dekker_et_al,chr19_52657359_52674874_ZNF836,1,1,0.03,0,164,181.85,182.6,118.95,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr19,52657359,52674874,ZNF836
S6_dekker_et_al,chr19_52873175_52889048_ZNF880,0.951434963161083,1,-0.02,-0.06,277,572.28,596.67,14.45,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr19,52873175,52889048,ZNF880
S18_dekker_et_al,chr19_53836971_53860159_ZNF845,0.843989883179995,1,0.24,0.02,281,416.94,409.76,228.41,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr19,53836971,53860159,ZNF845
S2_dekker_et_al,chr19_54694118_54698394_TSEN34,0.663345432660752,1,0.46,0.04,1409,1961.37,1906.79,273.28,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,54694118,54698394,TSEN34
S16_dekker_et_al,chr19_54955993_54960216_LENG8-AS1,0.378105292967153,1,-0.97,-0.2,84,112.15,128.75,103.53,FALSE,0,0,9417.5,S16_dekker_et_al,70.75,,chr19,54955993,54960216,LENG8-AS1
S18_dekker_et_al,chr19_54976209_54984443_CDC42EP5,0.399965429777685,1,0.86,0.16,1067,1239.64,1111.63,54.68,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr19,54976209,54984443,CDC42EP5
S10_dekker_et_al,chr19_55890611_55895660_TMEM238,0.850437441142337,1,0.45,0.16,5,9.35,8.11,9.11,FALSE,0,0,9417.5,S10_dekker_et_al,70.75,,chr19,55890611,55895660,TMEM238
S18_dekker_et_al,chr19_56155014_56156989_ZNF581,0.607621414981251,1,-0.51,-0.07,337,549.54,577.32,193.59,FALSE,0,1,9417.5,S18_dekker_et_al,70.75,,chr19,56155014,56156989,ZNF581
S2_dekker_et_al,chr19_57106663_57135854_ZNF71,0.468592781089044,1,0.76,0.09,367,523.54,491.68,205.47,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,57106663,57135854,ZNF71
S4_dekker_et_al,chr19_57285914_57352097_ZIM2,0.509531682657869,1,0.67,0.43,35,63.19,46.27,2.09,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr19,57285914,57352097,ZIM2
S2_dekker_et_al,chr19_57874918_57876773_TRAPPC2B,0.628723837203715,1,-0.44,-0.12,113,134.02,145.68,70.3,FALSE,0,1,9417.5,S2_dekker_et_al,70.75,,chr19,57874918,57876773,TRAPPC2B
S4_dekker_et_al,chr19_58193344_58202016_ZNF551,0.791408245820109,1,0.32,0.04,174,325.17,315.04,120.73,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr19,58193344,58202016,ZNF551
S4_dekker_et_al,chr19_58694355_58724928_ZNF274,0.403723157868394,1,-0.83,-0.11,863,1174.84,1269.67,147.98,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr19,58694355,58724928,ZNF274
S18_dekker_et_al,chr19_58790331_58827023_ZNF8-ERVK3-1,0.923903509013162,1,0.12,0.01,1298,2006.17,1995.97,441.56,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr19,58790331,58827023,ZNF8-ERVK3-1
S2_dekker_et_al,chr2_6980683_7006766_CMPK2,0.596244428832978,1,-0.6,-0.5,10,23.23,33.75,7.06,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr2,6980683,7006766,CMPK2
S2_dekker_et_al,chr2_7057542_7216498_RNF144A,0.546878742265053,1,0.63,0.25,125,303.35,254.68,8.41,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr2,7057542,7216498,RNF144A
S14_dekker_et_al,chr2_8811113_8821993_ID2-AS1,0.750639474063079,1,0.38,0.08,74,92.47,87.32,39.75,FALSE,0,0,9417.5,S14_dekker_et_al,70.75,,chr2,8811113,8821993,ID2-AS1
S8_dekker_et_al,chr2_9724095_9771126_YWHAQ,0.394747698165567,1,0.86,0.07,13010,24982.69,23770.08,284.4,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr2,9724095,9771126,YWHAQ
S14_dekker_et_al,chr2_10861755_10925236_ATP6V1C2,0.208130534188058,1,-1.25,-0.16,5090,6523.92,7294.5,139.93,FALSE,0,0,9417.5,S14_dekker_et_al,70.75,,chr2,10861755,10925236,ATP6V1C2
S8_dekker_et_al,chr2_15307039_15701458_NBAS,0.444378890288012,1,-0.77,-0.06,2592,3703.23,3855.43,443.74,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr2,15307039,15701458,NBAS
S6_dekker_et_al,chr2_17935135_17970213_GEN1,0.958615578194323,1,-0.04,-0.01,508,1142.2,1149.67,198.76,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr2,17935135,17970213,GEN1
S2_dekker_et_al,chr2_20790534_20792308_HS1BP3-IT1,1,1,0.06,-0.21,4,2.13,2.46,4.18,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr2,20790534,20792308,HS1BP3-IT1
S4_dekker_et_al,chr2_24252205_24270296_WDCP,0.0337300472548769,1,-2.29,-0.33,204,310.41,390.97,161.67,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr2,24252205,24270296,WDCP
S8_dekker_et_al,chr2_24272610_24286551_FKBP1B,0.685820483449182,1,0.45,0.1,139,183.58,171.41,35.99,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr2,24272610,24286551,FKBP1B
S2_dekker_et_al,chr2_25166504_25194963_DNAJC27,0.725327463894198,1,-0.41,-0.07,122,215.67,227.27,145.23,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr2,25166504,25194963,DNAJC27
S2_dekker_et_al,chr2_27274290_27293490_AGBL5,0.123062884014879,1,-1.64,-0.14,1197,2352.8,2592.9,337.5,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr2,27274290,27293490,AGBL5
S4_dekker_et_al,chr2_27353623_27357543_PREB,0.726854503954493,1,0.37,0.03,1509,2231.48,2191.9,486.14,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr2,27353623,27357543,PREB
S10_dekker_et_al,chr2_27440236_27466811_CAD,0.780486269943881,1,0.3,0.02,3221,4817.39,4746.52,376.67,FALSE,0,0,9417.5,S10_dekker_et_al,70.75,,chr2,27440236,27466811,CAD
S18_dekker_et_al,chr2_27593362_27600402_SNX17,0.180716269084588,1,1.34,0.08,6770,9032.7,8532.47,582.53,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr2,27593362,27600402,SNX17
S16_dekker_et_al,chr2_27604065_27632458_PPM1G,0.517782410935925,1,0.67,0.03,3976,5894.62,5754.74,889.4,FALSE,0,0,9417.5,S16_dekker_et_al,70.75,,chr2,27604065,27632458,PPM1G
S8_dekker_et_al,chr2_27615489_27616443_FTH1P3,1,1,0.26,0,2,1.5,1.49,18.09,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr2,27615489,27616443,FTH1P3
S4_dekker_et_al,chr2_28111575_28561768_BABAM2,0.543646759513289,1,-0.63,-0.06,838,1396.86,1460.69,272.57,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr2,28111575,28561768,BABAM2
S12_dekker_et_al,chr2_28615724_28640184_FOSL2,0.0948320130003539,1,-1.71,-0.28,7674,10560.32,12832.28,82.86,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr2,28615724,28640184,FOSL2
S4_dekker_et_al,chr2_33780111_33794497_LOC105374454,0.750698721850542,1,0.47,0.14,20,63.49,57.21,12.21,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr2,33780111,33794497,LOC105374454
S14_dekker_et_al,chr2_38177476_38263484_RMDN2-AS1,0.675159772212066,1,-0.41,-0.16,208,384.12,428.44,24.28,FALSE,0,0,9417.5,S14_dekker_et_al,70.75,,chr2,38177476,38263484,RMDN2-AS1
S18_dekker_et_al,chr2_42989638_42991401_OXER1,0.386909469253118,1,-1.51,-1.53,0,0,7.52,6.17,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr2,42989638,42991401,OXER1
S16_dekker_et_al,chr2_42994228_43019723_HAAO,0.79340798202461,1,0.35,0.09,42,87.39,81.8,4.97,FALSE,0,0,9417.5,S16_dekker_et_al,70.75,,chr2,42994228,43019723,HAAO
S14_dekker_et_al,chr2_44001177_44055459_DYNC2LI1,0.308615997087335,1,1.03,0.14,572,740.2,671.55,126.71,FALSE,0,0,9417.5,S14_dekker_et_al,70.75,,chr2,44001177,44055459,DYNC2LI1
S8_dekker_et_al,chr2_46738985_46769716_ATP6V1E2,0.944972241899713,1,-0.07,-0.03,190,358.54,366.24,51.16,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr2,46738985,46769716,ATP6V1E2
S6_dekker_et_al,chr2_46769628_46811827_RHOQ,0.854176763808741,1,0.2,0.02,5422,7068.64,6988.43,218.17,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr2,46769628,46811827,RHOQ
S4_dekker_et_al,chr2_47630205_47710367_MSH2,0.694671343353662,1,-0.38,-0.08,1035,1945.56,2052.45,71.1,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr2,47630205,47710367,MSH2
S12_dekker_et_al,chr2_48757063_49003656_STON1-GTF2A1L,0.469035712744987,1,-0.72,-0.21,509,1014.07,1173.72,32.39,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr2,48757063,49003656,STON1-GTF2A1L
S12_dekker_et_al,chr2_61108708_61158747_REL,1,1,0.03,0,221,428.63,429.83,124.96,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr2,61108708,61158747,REL
S4_dekker_et_al,chr2_61167357_61245394_PUS10,0.973148144615786,1,-0.04,-0.01,261,407.56,410.75,177.91,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr2,61167357,61245394,PUS10
S12_dekker_et_al,chr2_63271056_63275656_LOC100132215,0.89491153668656,1,0.16,0.02,1088,1908.49,1886.61,70.51,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr2,63271056,63275656,LOC100132215
S2_dekker_et_al,chr2_63344985_63346677_DBIL5P2,1,1,-0.02,-0.2,0,0,1.27,1000,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr2,63344985,63346677,DBIL5P2
S2_dekker_et_al,chr2_64858754_64881047_SERTAD2,0.456435020230518,1,0.76,0.09,6005,7196.91,6779.04,146.24,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr2,64858754,64881047,SERTAD2
S8_dekker_et_al,chr2_69622881_69664760_NFU1,0.797089958898643,1,-0.25,-0.03,585,894.35,914.17,241.11,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr2,69622881,69664760,NFU1
S2_dekker_et_al,chr2_70142172_70170077_MXD1,0.493964205162598,1,-0.66,-0.11,575,528.64,571.04,104.15,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr2,70142172,70170077,MXD1
S12_dekker_et_al,chr2_70436575_70475925_TIA1,0.176344671619486,1,1.39,0.12,1771,3452.45,3177.84,300.13,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr2,70436575,70475925,TIA1
S18_dekker_et_al,chr2_70674415_70780958_TGFA,0.0198208331731259,1,-2.6,-2.45,203,69.29,380.12,3.63,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr2,70674415,70780958,TGFA
S18_dekker_et_al,chr2_74154006_74186073_DGUOK,0.83172888763395,1,-0.23,-0.02,721,1468.77,1491.32,377.2,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr2,74154006,74186073,DGUOK
S10_dekker_et_al,chr2_74185093_74208566_DGUOK-AS1,0.462570813743291,1,-0.78,-0.1,321,511.4,549.2,185.84,FALSE,0,0,9417.5,S10_dekker_et_al,70.75,,chr2,74185093,74208566,DGUOK-AS1
S2_dekker_et_al,chr2_85764589_85766009_PARTICL,0.366775143346575,1,0.83,0.23,71,66.9,57.17,53.31,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr2,85764589,85766009,PARTICL
S2_dekker_et_al,chr2_86010722_86010800_MIR6071,1,1,-0.05,-0.19,1,4.12,5.26,10.16,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr2,86010722,86010800,MIR6071
S18_dekker_et_al,chr2_87257797_87303536_LOC285074,0.148585192305885,1,-1.45,-0.38,537,666.73,867.63,37.62,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr2,87257797,87303536,LOC285074
S2_dekker_et_al,chr2_87929273_87929353_MIR4435-1,1,1,0.12,-0.08,0,0,0.48,1.41,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr2,87929273,87929353,MIR4435-1
S6_dekker_et_al,chr2_88056716_88125286_RGPD2,0.390799692855852,1,0.91,0.43,200,582.23,432.78,5.56,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr2,88056716,88125286,RGPD2
S2_dekker_et_al,chr2_97371665_97405829_LMAN2L,0.904641633246207,1,0.13,0.01,777,1145.4,1136.05,148.3,FALSE,0,1,9417.5,S2_dekker_et_al,70.75,,chr2,97371665,97405829,LMAN2L
S18_dekker_et_al,chr2_99771429_99779620_LIPT1,0.905543054846983,1,-0.13,-0.04,92,140.97,144.57,122.42,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr2,99771429,99779620,LIPT1
S18_dekker_et_al,chr2_101768121_101771874_TBC1D8-AS1,0.660830731304105,1,-0.49,-0.37,8,11.59,15.56,15.54,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr2,101768121,101771874,TBC1D8-AS1
S4_dekker_et_al,chr2_101869347_101886778_CNOT11,0.315678686007634,1,1.06,0.07,1194,1860.91,1774.78,725.39,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr2,101869347,101886778,CNOT11
S12_dekker_et_al,chr2_101892062_101925163_RNF149,0.225997090312163,1,-1.21,-0.12,2248,2083.36,2257.5,267.57,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr2,101892062,101925163,RNF149
S14_dekker_et_al,chr2_105858199_105859924_GPR45,1,1,0.2,-0.05,0,0,0.83,1.7,FALSE,0,0,9417.5,S14_dekker_et_al,70.75,,chr2,105858199,105859924,GPR45
S2_dekker_et_al,chr2_106709758_106810795_UXS1,0.825951611542532,1,-0.21,-0.02,1366,2119.85,2154.32,268.15,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr2,106709758,106810795,UXS1
S12_dekker_et_al,chr2_110550334_110615282_RGPD5,0.835320069282098,1,-0.19,-0.05,2631,4218.29,4359.03,60.41,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr2,110550334,110615282,RGPD5
S10_dekker_et_al,chr2_110656008_110726151_LIMS3-LOC440895,0.575238286689007,1,-0.52,-0.3,219,557.16,686.92,11.35,FALSE,0,0,9417.5,S10_dekker_et_al,70.75,,chr2,110656008,110726151,LIMS3-LOC440895
S16_dekker_et_al,chr2_110841446_110875716_MALL,0.0912057809898987,1,1.48,0.97,2218,3866.08,1977.49,4.14,FALSE,0,0,9417.5,S16_dekker_et_al,70.75,,chr2,110841446,110875716,MALL
S2_dekker_et_al,chr2_110844009_110844100_MIR4436B1,0.157363709618918,1,1.52,0.88,1,1.62,0.57,1.46,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr2,110844009,110844100,MIR4436B1
S12_dekker_et_al,chr2_111042429_111042520_MIR4436B2,0.166967813660066,1,1.59,0.88,1,1.55,0.55,1.97,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr2,111042429,111042520,MIR4436B2
S12_dekker_et_al,chr2_111878490_111926022_BCL2L11,0.452915317614106,1,-0.76,-0.22,107,150.59,175.37,42.68,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr2,111878490,111926022,BCL2L11
S10_dekker_et_al,chr2_111953442_112252738_MIR4435-2HG,0.0327847742289166,1,2.08,0.29,4304,6717.5,5497.44,106.2,FALSE,0,0,9417.5,S10_dekker_et_al,70.75,,chr2,111953442,112252738,MIR4435-2HG
S8_dekker_et_al,chr2_113299612_113337395_POLR1B,0.77423854371032,1,0.32,0.04,513,873.61,851.8,140.51,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr2,113299612,113337395,POLR1B
S6_dekker_et_al,chr2_113493925_113522186_CKAP2L,0.854569228820266,1,-0.12,-0.02,623,1768.71,1789.09,360.11,FALSE,0,1,9417.5,S6_dekker_et_al,70.75,,chr2,113493925,113522186,CKAP2L
S4_dekker_et_al,chr2_120517497_120742475_PTPN4,0.574958886856293,1,0.6,0.07,504,719.83,683.72,138.16,FALSE,0,1,9417.5,S4_dekker_et_al,70.75,,chr2,120517497,120742475,PTPN4
S12_dekker_et_al,chr2_120770652_120936695_EPB41L5,0.531990830672305,1,-0.61,-0.15,764,826.37,916.74,47.1,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr2,120770652,120936695,EPB41L5
S8_dekker_et_al,chr2_120975054_120980976_TMEM185B,0.521001628025377,1,-0.62,-0.07,2096,2659.41,2797.14,193.85,FALSE,0,1,9417.5,S8_dekker_et_al,70.75,,chr2,120975054,120980976,TMEM185B
S8_dekker_et_al,chr2_122407229_122486136_NIFK-AS1,0.767526918270236,1,-0.3,-0.03,826,1164.45,1189.26,315.96,FALSE,0,1,9417.5,S8_dekker_et_al,70.75,,chr2,122407229,122486136,NIFK-AS1
S4_dekker_et_al,chr2_128014865_128051720_ERCC3,0.5910460996313,1,-0.56,-0.04,1659,2663.01,2735.71,574.86,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr2,128014865,128051720,ERCC3
S4_dekker_et_al,chr2_128403438_128410213_GPR17,0.962249273322521,1,0.14,-0.09,452,113.77,121.11,3.87,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr2,128403438,128410213,GPR17
S16_dekker_et_al,chr2_128619203_128643514_AMMECR1L,0.707671420752654,1,-0.38,-0.03,1944,2592.14,2638.78,634.83,FALSE,0,0,9417.5,S16_dekker_et_al,70.75,,chr2,128619203,128643514,AMMECR1L
S2_dekker_et_al,chr2_128698790_128785633_SAP130,0.128516970980602,1,-1.81,-0.13,613,1679.16,1836.48,581.29,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr2,128698790,128785633,SAP130
S6_dekker_et_al,chr2_130680434_130691890_PLAC9P1,0.564427042232323,1,0.65,0.37,17,39.42,29.76,2.52,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr2,130680434,130691890,PLAC9P1
S14_dekker_et_al,chr2_132285247_132291239_CCDC74A,0.385023765670028,1,0.9,0.19,301,716.9,627.97,43.57,FALSE,0,0,9417.5,S14_dekker_et_al,70.75,,chr2,132285247,132291239,CCDC74A
S16_dekker_et_al,chr2_133174377_133404155_GPR39,0.777781920698654,1,-0.26,-0.3,47,136.86,169.58,5.27,FALSE,0,0,9417.5,S16_dekker_et_al,70.75,,chr2,133174377,133404155,GPR39
S6_dekker_et_al,chr2_136499424_136542626_UBXN4,0.164422617943183,1,1.43,0.07,5765,8800.65,8390.4,985.37,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr2,136499424,136542626,UBXN4
S2_dekker_et_al,chr2_149894980_150071776_LYPD6B,0.665596455866338,1,-0.36,-0.42,498,413.46,553.03,4.6,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr2,149894980,150071776,LYPD6B
S6_dekker_et_al,chr2_152973314_153032277_STAM2,0.936351171255052,1,-0.08,-0.01,1770,2831.72,2844.53,616.73,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr2,152973314,153032277,STAM2
S6_dekker_et_al,chr2_157193083_157198632_FLJ46875,0.0137048094568499,1,-2.87,-0.87,48,64.41,118.78,30.45,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr2,157193083,157198632,FLJ46875
S10_dekker_et_al,chr2_160568967_160627538_MARCHF7,0.224893852549005,1,1.23,0.07,4404,6557.2,6233.97,648.28,FALSE,0,0,9417.5,S10_dekker_et_al,70.75,,chr2,160568967,160627538,MARCHF7
S18_dekker_et_al,chr2_160788516_160919126_PLA2R1,0.186213517631191,1,1.28,0.29,986,1177.21,959.72,37.68,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr2,160788516,160919126,PLA2R1
S6_dekker_et_al,chr2_162079768_162111154_LOC101929512,0.969750289101519,1,0.07,0,890,1632.53,1628.44,421.93,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr2,162079768,162111154,LOC101929512
S18_dekker_et_al,chr2_162848754_162930725_DPP4,0.729332109888051,1,-0.29,-0.26,2677,1628.15,1951.69,7.22,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr2,162848754,162930725,DPP4
S6_dekker_et_al,chr2_170590341_170608388_KLHL23,0.485015972813966,1,-0.82,-0.33,25,53.84,68.42,24.64,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr2,170590341,170608388,KLHL23
S12_dekker_et_al,chr2_171847332_172087803_TLK1,0.589127686286559,1,0.57,0.05,1901,2555.63,2462.43,218.3,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr2,171847332,172087803,TLK1
S10_dekker_et_al,chr2_175199681_175203228_SP9,0.500142459191613,1,-1.17,-2.44,0,0,6.86,0.69,FALSE,0,0,9417.5,S10_dekker_et_al,70.75,,chr2,175199681,175203228,SP9
S18_dekker_et_al,chr2_175424301_175547627_WIPF1,0.388414256500251,1,0.88,0.1,3140,5617.18,5226.34,137.53,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr2,175424301,175547627,WIPF1
S6_dekker_et_al,chr2_176957448_176960672_HOXD13,0.302783334645712,1,-1.24,-2.68,35,5.59,35.14,0.97,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr2,176957448,176960672,HOXD13
S12_dekker_et_al,chr2_176981491_176984670_HOXD10,0.227415091014005,1,-1.24,-2.84,592,54.35,390.37,1.09,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr2,176981491,176984670,HOXD10
S14_dekker_et_al,chr2_177022034_177037826_HOXD3,0.229344197436962,1,1.12,0.48,151,289.66,207.19,10.78,FALSE,0,0,9417.5,S14_dekker_et_al,70.75,,chr2,177022034,177037826,HOXD3
S18_dekker_et_al,chr2_177494308_177502302_LINC01116,0.731932965982685,1,0.36,0.08,440,922.29,871.88,27.33,FALSE,0,1,9417.5,S18_dekker_et_al,70.75,,chr2,177494308,177502302,LINC01116
S14_dekker_et_al,chr2_178413725_178417524_TTC30B,0.16617167847631,1,1.41,0.28,177,283.58,234.09,66.91,FALSE,0,0,9417.5,S14_dekker_et_al,70.75,,chr2,178413725,178417524,TTC30B
S8_dekker_et_al,chr2_178477726_178483470_TTC30A,0.764683488741898,1,0.33,0.04,357,538.83,523.37,122.06,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr2,178477726,178483470,TTC30A
S6_dekker_et_al,chr2_189842818_189842887_MIR1245B,0.135377383011035,1,1.7,1.11,2,3.99,0.92,3.6,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr2,189842818,189842887,MIR1245B
S16_dekker_et_al,chr2_190526124_190531127_ASDURF,0.175591511275525,1,1.4,0.13,534,764.38,697.23,364.42,FALSE,0,0,9417.5,S16_dekker_et_al,70.75,,chr2,190526124,190531127,ASDURF
S8_dekker_et_al,chr2_191745546_191830278_GLS,0.0288336148450168,1,-2.24,-0.36,21716,22802.39,29145.17,88.45,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr2,191745546,191830278,GLS
S4_dekker_et_al,chr2_192554906_192575195_LOC105747689,0.454871197799861,1,-0.74,-0.24,422,913.87,1081.83,26.22,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr2,192554906,192575195,LOC105747689
S2_dekker_et_al,chr2_197124747_197128928_HECW2-AS1,1,1,0.31,-0.05,0,0,1.55,0.77,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr2,197124747,197128928,HECW2-AS1
S8_dekker_et_al,chr2_197669138_197675000_C2orf66,1,1,0.33,0.07,2,7.28,6.62,15.37,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr2,197669138,197675000,C2orf66
S16_dekker_et_al,chr2_197697727_197791431_PGAP1,0.762807979721782,1,-0.3,-0.05,408,697.01,721.75,122.73,FALSE,0,0,9417.5,S16_dekker_et_al,70.75,,chr2,197697727,197791431,PGAP1
S10_dekker_et_al,chr2_198351511_198351627_SNORA105B,0.0816568704378192,1,-1.83,-0.18,518,644.24,732.22,309.53,FALSE,0,0,9417.5,S10_dekker_et_al,70.75,,chr2,198351511,198351627,SNORA105B
S18_dekker_et_al,chr2_198365102_198418423_HSPE1-MOB4,0.328135221971785,1,-1,-0.09,2086,4008.23,4269.13,287.38,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr2,198365102,198418423,HSPE1-MOB4
S4_dekker_et_al,chr2_201645217_201676893_BZW1-AS1,0.398059477721788,1,0.94,0.1,468,1202.96,1121.53,200.31,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr2,201645217,201676893,BZW1-AS1
S4_dekker_et_al,chr2_201735629_201753800_PPIL3,0.454478821058439,1,-0.72,-0.19,622,930.83,1063.29,40.48,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr2,201735629,201753800,PPIL3
S4_dekker_et_al,chr2_201980826_202041410_CFLAR,0.547657151708261,1,0.62,0.06,2976,4493.86,4312.4,213.63,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr2,201980826,202041410,CFLAR
S10_dekker_et_al,chr2_202241929_202316181_TRAK2,0.444114251718308,1,-0.77,-0.09,2261,4224.5,4485.42,192.31,FALSE,0,0,9417.5,S10_dekker_et_al,70.75,,chr2,202241929,202316181,TRAK2
S2_dekker_et_al,chr2_202484908_202508226_TMEM237,0.373274371756124,1,0.9,0.13,2137,3278.64,3002.92,95.93,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr2,202484908,202508226,TMEM237
S8_dekker_et_al,chr2_204298404_204400024_RAPH1,0.298087621590707,1,1.03,0.2,5101,5342.21,4645.81,48.9,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr2,204298404,204400024,RAPH1
S10_dekker_et_al,chr2_207139386_207179151_ZDBF2,0.740063475306984,1,-0.32,-0.06,785,746.73,780.57,79.77,FALSE,0,1,9417.5,S10_dekker_et_al,70.75,,chr2,207139386,207179151,ZDBF2
S14_dekker_et_al,chr2_207630111_207660913_FASTKD2,0.743982881250155,1,0.36,0.02,1199,1881.59,1849.46,536.6,FALSE,0,0,9417.5,S14_dekker_et_al,70.75,,chr2,207630111,207660913,FASTKD2
S18_dekker_et_al,chr2_208031123_208031222_MIR7845,1,1,-0.29,-0.26,0,0,0.53,1000,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr2,208031123,208031222,MIR7845
S18_dekker_et_al,chr2_216225162_216300793_FN1,0.804836003720933,1,0.27,0.04,1550298,2410706.97,2338646.31,40.05,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr2,216225162,216300793,FN1
S16_dekker_et_al,chr2_216582765_216585669_LINC01614,0.667264261342553,1,-0.35,-0.46,57,102.61,141.84,4.23,FALSE,0,0,9417.5,S16_dekker_et_al,70.75,,chr2,216582765,216585669,LINC01614
